origin.name,origin.code,gender.name,gender.code,dest.name,dest.code,2000,origin.lat,origin.lon,dest.lat,dest.lon
Afghanistan,AFG,Total,TOT,Colombia,COL,7780,33.93911,67.709953,4.570868,-74.297333
Afghanistan,AFG,Total,TOT,Fiji,FJI,7658,33.93911,67.709953,-16.578193,179.414413
Afghanistan,AFG,Total,TOT,India,IND,7905,33.93911,67.709953,20.593684,78.96288
Afghanistan,AFG,Total,TOT,Ireland,IRL,7780,33.93911,67.709953,53.41291,-8.24389
Afghanistan,AFG,Total,TOT,Mexico,MEX,7658,33.93911,67.709953,23.634501,-102.552784
Afghanistan,AFG,Total,TOT,Monaco,MCO,7658,33.93911,67.709953,43.750298,7.412841
Afghanistan,AFG,Total,TOT,Morocco,MAR,7658,33.93911,67.709953,31.791702,-7.09262
Afghanistan,AFG,Total,TOT,Northern Mariana Islands,MNP,7658,33.93911,67.709953,17.33083,145.38469
Afghanistan,AFG,Total,TOT,Turkey,TUR,7893,33.93911,67.709953,38.963745,35.243322
Albania,ALB,Total,TOT,Denmark,DNK,7695,41.153332,20.168331,56.26392,9.501785
Albania,ALB,Total,TOT,Monaco,MCO,7780,41.153332,20.168331,43.750298,7.412841
Albania,ALB,Total,TOT,Rwanda,RWA,7738,41.153332,20.168331,-1.940278,29.873888
Algeria,DZA,Total,TOT,Australia,AUS,7979,28.033886,1.659626,-25.274398,133.775136
Algeria,DZA,Total,TOT,Bahrain,BHR,7658,28.033886,1.659626,25.930414,50.637772
Algeria,DZA,Total,TOT,Costa Rica,CRI,7658,28.033886,1.659626,9.748917,-83.753428
Algeria,DZA,Total,TOT,Denmark,DNK,7785,28.033886,1.659626,56.26392,9.501785
Algeria,DZA,Total,TOT,Martinique,MTQ,7998,28.033886,1.659626,14.641528,-61.024174
Algeria,DZA,Total,TOT,Mexico,MEX,7851,28.033886,1.659626,23.634501,-102.552784
Algeria,DZA,Total,TOT,Trinidad and Tobago,TTO,7658,28.033886,1.659626,10.691803,-61.222503
American Samoa,ASM,Total,TOT,Guadeloupe,GLP,7658,-14.270972,-170.132217,16.995971,-62.067641
Andorra,AND,Total,TOT,Chile,CHL,7658,42.546245,1.601554,-35.675147,-71.542969
Angola,AGO,Total,TOT,Andorra,AND,7658,-11.202692,17.873887,42.546245,1.601554
Antigua and Barbuda,ATG,Total,TOT,Cayman Islands,CYM,7917,17.060816,-61.796428,19.513469,-80.566956
Antigua and Barbuda,ATG,Total,TOT,Cuba,CUB,7882,17.060816,-61.796428,21.521757,-77.781167
Argentina,ARG,Total,TOT,Denmark,DNK,7783,-38.416097,-63.616672,56.26392,9.501785
Argentina,ARG,Total,TOT,Guinea,GIN,7658,-38.416097,-63.616672,9.945587,-9.696645
Argentina,ARG,Total,TOT,Haiti,HTI,7658,-38.416097,-63.616672,18.971187,-72.285215
Argentina,ARG,Total,TOT,Lebanon,LBN,7644,-38.416097,-63.616672,33.854721,35.862285
Armenia,ARM,Total,TOT,Australia,AUS,7606,40.069099,45.038189,-25.274398,133.775136
Armenia,ARM,Total,TOT,Azerbaijan,AZE,7652,40.069099,45.038189,40.143105,47.576927
Armenia,ARM,Total,TOT,Brazil,BRA,7921,40.069099,45.038189,-14.235004,-51.92528
Armenia,ARM,Total,TOT,Czech Republic,CZE,7781,40.069099,45.038189,49.817492,15.472962
Armenia,ARM,Total,TOT,Finland,FIN,7612,40.069099,45.038189,61.92411,25.748151
Armenia,ARM,Total,TOT,Ghana,GHA,7658,40.069099,45.038189,7.946527,-1.023194
Armenia,ARM,Total,TOT,Monaco,MCO,7658,40.069099,45.038189,43.750298,7.412841
Armenia,ARM,Total,TOT,Poland,POL,7680,40.069099,45.038189,51.919438,19.145136
Armenia,ARM,Total,TOT,United States,USA,8014,40.069099,45.038189,37.09024,-95.712891
Aruba,ABW,Total,TOT,Mexico,MEX,7658,12.52111,-69.968338,23.634501,-102.552784
Aruba,ABW,Total,TOT,New Zealand,NZL,7658,12.52111,-69.968338,-40.900557,174.885971
Aruba,ABW,Total,TOT,Norway,NOR,7658,12.52111,-69.968338,60.472024,8.468946
Australia,AUS,Total,TOT,Chile,CHL,7935,-25.274398,133.775136,-35.675147,-71.542969
Australia,AUS,Total,TOT,Latvia,LVA,7659,-25.274398,133.775136,56.879635,24.603189
Australia,AUS,Total,TOT,Lesotho,LSO,7707,-25.274398,133.775136,-29.609988,28.233608
Australia,AUS,Total,TOT,Luxembourg,LUX,7882,-25.274398,133.775136,49.815273,6.129583
Australia,AUS,Total,TOT,Madagascar,MDG,7658,-25.274398,133.775136,-18.766947,46.869107
Australia,AUS,Total,TOT,Netherlands,NLD,7816,-25.274398,133.775136,52.132633,5.291266
Australia,AUS,Total,TOT,Portugal,PRT,7872,-25.274398,133.775136,39.399872,-8.224454
Austria,AUT,Total,TOT,Andorra,AND,7948,47.516231,14.550072,42.546245,1.601554
Austria,AUT,Total,TOT,Bahrain,BHR,7658,47.516231,14.550072,25.930414,50.637772
Austria,AUT,Total,TOT,Costa Rica,CRI,7882,47.516231,14.550072,9.748917,-83.753428
Austria,AUT,Total,TOT,Estonia,EST,7658,47.516231,14.550072,58.595272,25.013607
Austria,AUT,Total,TOT,Gibraltar,GIB,7658,47.516231,14.550072,36.137741,-5.345374
Austria,AUT,Total,TOT,Latvia,LVA,7780,47.516231,14.550072,56.879635,24.603189
Azerbaijan,AZE,Total,TOT,Chad,TCD,7882,40.143105,47.576927,15.454166,18.732207
Azerbaijan,AZE,Total,TOT,Italy,ITA,7978,40.143105,47.576927,41.87194,12.56738
Azerbaijan,AZE,Total,TOT,Qatar,QAT,7615,40.143105,47.576927,25.354826,51.183884
Azerbaijan,AZE,Total,TOT,Ukraine,UKR,7689,40.143105,47.576927,48.379433,31.16558
Bahrain,BHR,Total,TOT,Bulgaria,BGR,7658,25.930414,50.637772,42.733883,25.48583
Bahrain,BHR,Total,TOT,Denmark,DNK,7882,25.930414,50.637772,56.26392,9.501785
Bahrain,BHR,Total,TOT,Rwanda,RWA,7658,25.930414,50.637772,-1.940278,29.873888
Bahrain,BHR,Total,TOT,Thailand,THA,8006,25.930414,50.637772,15.870032,100.992541
Bangladesh,BGD,Total,TOT,Australia,AUS,7635,23.684994,90.356331,-25.274398,133.775136
Bangladesh,BGD,Total,TOT,China,CHN,7817,23.684994,90.356331,35.86166,104.195397
Bangladesh,BGD,Total,TOT,Mauritania,MRT,7658,23.684994,90.356331,21.00789,-10.940835
Bangladesh,BGD,Total,TOT,Mauritius,MUS,7917,23.684994,90.356331,-20.348404,57.552152
Bangladesh,BGD,Total,TOT,Namibia,NAM,7658,23.684994,90.356331,-22.95764,18.49041
Bangladesh,BGD,Total,TOT,Northern Mariana Islands,MNP,7693,23.684994,90.356331,17.33083,145.38469
Bangladesh,BGD,Total,TOT,United States,USA,7765,23.684994,90.356331,37.09024,-95.712891
Barbados,BRB,Total,TOT,Dominica,DMA,7978,13.193887,-59.543198,15.414999,-61.370976
Belarus,BLR,Total,TOT,Albania,ALB,7658,53.709807,27.953389,41.153332,20.168331
Belarus,BLR,Total,TOT,Cambodia,KHM,7658,53.709807,27.953389,12.565679,104.990963
Belarus,BLR,Total,TOT,Pakistan,PAK,7658,53.709807,27.953389,30.375321,69.345116
Belgium,BEL,Total,TOT,French Guiana,GUF,7658,50.503887,4.469936,3.933889,-53.125782
Belgium,BEL,Total,TOT,Guadeloupe,GLP,7658,50.503887,4.469936,16.995971,-62.067641
Belgium,BEL,Total,TOT,Italy,ITA,7704,50.503887,4.469936,41.87194,12.56738
Belgium,BEL,Total,TOT,Niger,NER,7658,50.503887,4.469936,17.607789,8.081666
Belgium,BEL,Total,TOT,Norway,NOR,7680,50.503887,4.469936,60.472024,8.468946
Belize,BLZ,Total,TOT,Bolivia,BOL,7867,17.189877,-88.49765,-16.290154,-63.588653
Belize,BLZ,Total,TOT,Cayman Islands,CYM,7658,17.189877,-88.49765,19.513469,-80.566956
Belize,BLZ,Total,TOT,Cuba,CUB,7658,17.189877,-88.49765,21.521757,-77.781167
Belize,BLZ,Total,TOT,Guadeloupe,GLP,7658,17.189877,-88.49765,16.995971,-62.067641
Belize,BLZ,Total,TOT,Panama,PAN,7659,17.189877,-88.49765,8.537981,-80.782127
Belize,BLZ,Total,TOT,Peru,PER,7658,17.189877,-88.49765,-9.189967,-75.015152
Belize,BLZ,Total,TOT,Suriname,SUR,7658,17.189877,-88.49765,3.919305,-56.027783
Bermuda,BMU,Total,TOT,Israel,ISR,7658,32.321384,-64.75737,31.046051,34.851612
Bhutan,BTN,Total,TOT,Czech Republic,CZE,7658,27.514162,90.433601,49.817492,15.472962
Bolivia,BOL,Total,TOT,Aruba,ABW,7658,-16.290154,-63.588653,12.52111,-69.968338
Bolivia,BOL,Total,TOT,Belgium,BEL,7917,-16.290154,-63.588653,50.503887,4.469936
Bolivia,BOL,Total,TOT,Lebanon,LBN,7658,-16.290154,-63.588653,33.854721,35.862285
Bolivia,BOL,Total,TOT,New Zealand,NZL,7917,-16.290154,-63.588653,-40.900557,174.885971
Bolivia,BOL,Total,TOT,Nigeria,NGA,7658,-16.290154,-63.588653,9.081999,8.675277
Bolivia,BOL,Total,TOT,Turkey,TUR,7658,-16.290154,-63.588653,38.963745,35.243322
Bolivia,BOL,Total,TOT,United Kingdom,GBR,7633,-16.290154,-63.588653,55.378051,-3.435973
Bosnia and Herzegovina,BIH,Total,TOT,Bulgaria,BGR,7814,43.915886,17.679076,42.733883,25.48583
Bosnia and Herzegovina,BIH,Total,TOT,Guinea,GIN,7658,43.915886,17.679076,9.945587,-9.696645
Bosnia and Herzegovina,BIH,Total,TOT,Ireland,IRL,7817,43.915886,17.679076,53.41291,-8.24389
Bosnia and Herzegovina,BIH,Total,TOT,New Caledonia,NCL,7658,43.915886,17.679076,-20.904305,165.618042
Botswana,BWA,Total,TOT,Spain,ESP,7658,-22.328474,24.684866,40.463667,-3.74922
Brazil,BRA,Total,TOT,Belize,BLZ,7658,-14.235004,-51.92528,17.189877,-88.49765
Brazil,BRA,Total,TOT,Benin,BEN,7851,-14.235004,-51.92528,9.30769,2.315834
Brazil,BRA,Total,TOT,Lesotho,LSO,7658,-14.235004,-51.92528,-29.609988,28.233608
Brazil,BRA,Total,TOT,Martinique,MTQ,7658,-14.235004,-51.92528,14.641528,-61.024174
Brazil,BRA,Total,TOT,Switzerland,CHE,7657,-14.235004,-51.92528,46.818188,8.227512
Brazil,BRA,Total,TOT,United Arab Emirates,ARE,7780,-14.235004,-51.92528,23.424076,53.847818
Brazil,BRA,Total,TOT,United Kingdom,GBR,7601,-14.235004,-51.92528,55.378051,-3.435973
Bulgaria,BGR,Total,TOT,Antigua and Barbuda,ATG,7658,42.733883,25.48583,17.060816,-61.796428
Bulgaria,BGR,Total,TOT,Canada,CAN,7777,42.733883,25.48583,56.130366,-106.346771
Bulgaria,BGR,Total,TOT,Cape Verde,CPV,7658,42.733883,25.48583,16.002082,-24.013197
Bulgaria,BGR,Total,TOT,Chile,CHL,7695,42.733883,25.48583,-35.675147,-71.542969
Bulgaria,BGR,Total,TOT,Guadeloupe,GLP,7658,42.733883,25.48583,16.995971,-62.067641
Burkina Faso,BFA,Total,TOT,Liberia,LBR,7658,12.238333,-1.561593,6.428055,-9.429499
Burkina Faso,BFA,Total,TOT,Senegal,SEN,7779,12.238333,-1.561593,14.497401,-14.452362
Burundi,BDI,Total,TOT,Singapore,SGP,7658,-3.373056,29.918886,1.352083,103.819836
Burundi,BDI,Total,TOT,South Africa,ZAF,7687,-3.373056,29.918886,-30.559482,22.937506
Cambodia,KHM,Total,TOT,Botswana,BWA,7658,12.565679,104.990963,-22.328474,24.684866
Cambodia,KHM,Total,TOT,Finland,FIN,7851,12.565679,104.990963,61.92411,25.748151
Cambodia,KHM,Total,TOT,Indonesia,IDN,7608,12.565679,104.990963,-0.789275,113.921327
Cambodia,KHM,Total,TOT,Nepal,NPL,7851,12.565679,104.990963,28.394857,84.124008
Cameroon,CMR,Total,TOT,Colombia,COL,7658,7.369722,12.354722,4.570868,-74.297333
Cameroon,CMR,Total,TOT,Ethiopia,ETH,7926,7.369722,12.354722,9.145,40.489673
Cameroon,CMR,Total,TOT,South Africa,ZAF,8005,7.369722,12.354722,-30.559482,22.937506
Cameroon,CMR,Total,TOT,Zambia,ZMB,7658,7.369722,12.354722,-13.133897,27.849332
Canada,CAN,Total,TOT,Japan,JPN,7721,56.130366,-106.346771,36.204824,138.252924
Canada,CAN,Total,TOT,Lebanon,LBN,7948,56.130366,-106.346771,33.854721,35.862285
Canada,CAN,Total,TOT,Malaysia,MYS,7960,56.130366,-106.346771,4.210484,101.975766
Canada,CAN,Total,TOT,Monaco,MCO,7738,56.130366,-106.346771,43.750298,7.412841
Canada,CAN,Total,TOT,Mozambique,MOZ,7673,56.130366,-106.346771,-18.665695,35.529562
Canada,CAN,Total,TOT,Niger,NER,7659,56.130366,-106.346771,17.607789,8.081666
Canada,CAN,Total,TOT,Solomon Islands,SLB,7658,56.130366,-106.346771,-9.64571,160.156194
Canada,CAN,Total,TOT,United States,USA,7854,56.130366,-106.346771,37.09024,-95.712891
Cape Verde,CPV,Total,TOT,Oman,OMN,7658,16.002082,-24.013197,21.512583,55.923255
Cape Verde,CPV,Total,TOT,United Kingdom,GBR,7639,16.002082,-24.013197,55.378051,-3.435973
Cayman Islands,CYM,Total,TOT,Greece,GRC,7658,19.513469,-80.566956,39.074208,21.824312
Cayman Islands,CYM,Total,TOT,Jamaica,JAM,7658,19.513469,-80.566956,18.109581,-77.297508
Central African Republic,CAF,Total,TOT,Chad,TCD,7713,6.611111,20.939444,15.454166,18.732207
Central African Republic,CAF,Total,TOT,Luxembourg,LUX,7658,6.611111,20.939444,49.815273,6.129583
Central African Republic,CAF,Total,TOT,Madagascar,MDG,7658,6.611111,20.939444,-18.766947,46.869107
Central African Republic,CAF,Total,TOT,Rwanda,RWA,7882,6.611111,20.939444,-1.940278,29.873888
Chad,TCD,Total,TOT,Central African Republic,CAF,7698,15.454166,18.732207,6.611111,20.939444
Chad,TCD,Total,TOT,Kenya,KEN,7840,15.454166,18.732207,-0.023559,37.906193
Chad,TCD,Total,TOT,Netherlands,NLD,7978,15.454166,18.732207,52.132633,5.291266
Chad,TCD,Total,TOT,Pakistan,PAK,7658,15.454166,18.732207,30.375321,69.345116
Chad,TCD,Total,TOT,United States,USA,7805,15.454166,18.732207,37.09024,-95.712891
Chile,CHL,Total,TOT,Belize,BLZ,7658,-35.675147,-71.542969,17.189877,-88.49765
Chile,CHL,Total,TOT,Benin,BEN,7658,-35.675147,-71.542969,9.30769,2.315834
Chile,CHL,Total,TOT,Cayman Islands,CYM,7658,-35.675147,-71.542969,19.513469,-80.566956
Chile,CHL,Total,TOT,Croatia,HRV,7780,-35.675147,-71.542969,45.1,15.2
Chile,CHL,Total,TOT,French Polynesia,PYF,7659,-35.675147,-71.542969,-17.679742,-149.406843
Chile,CHL,Total,TOT,Guam,GUM,7658,-35.675147,-71.542969,13.444304,144.793731
Chile,CHL,Total,TOT,Jordan,JOR,7658,-35.675147,-71.542969,30.585164,36.238414
Chile,CHL,Total,TOT,Papua New Guinea,PNG,7658,-35.675147,-71.542969,-6.314993,143.95555
Chile,CHL,Total,TOT,Thailand,THA,7948,-35.675147,-71.542969,15.870032,100.992541
China,CHN,Total,TOT,Anguilla,AIA,7658,35.86166,104.195397,18.220554,-63.068615
China,CHN,Total,TOT,Belize,BLZ,7606,35.86166,104.195397,17.189877,-88.49765
China,CHN,Total,TOT,Jordan,JOR,7714,35.86166,104.195397,30.585164,36.238414
China,CHN,Total,TOT,Netherlands Antilles,ANT,7851,35.86166,104.195397,12.226079,-69.060087
China,CHN,Total,TOT,Nigeria,NGA,7757,35.86166,104.195397,9.081999,8.675277
China,CHN,Total,TOT,Pakistan,PAK,7887,35.86166,104.195397,30.375321,69.345116
China,CHN,Total,TOT,Panama,PAN,7825,35.86166,104.195397,8.537981,-80.782127
China,CHN,Total,TOT,Rwanda,RWA,7675,35.86166,104.195397,-1.940278,29.873888
China,CHN,Total,TOT,Trinidad and Tobago,TTO,7695,35.86166,104.195397,10.691803,-61.222503
China,CHN,Total,TOT,United Kingdom,GBR,7848,35.86166,104.195397,55.378051,-3.435973
China,CHN,Total,TOT,Vietnam,VNM,7634,35.86166,104.195397,14.058324,108.277199
Colombia,COL,Total,TOT,Belgium,BEL,7687,4.570868,-74.297333,50.503887,4.469936
Colombia,COL,Total,TOT,Cameroon,CMR,7658,4.570868,-74.297333,7.369722,12.354722
Colombia,COL,Total,TOT,French Polynesia,PYF,7658,4.570868,-74.297333,-17.679742,-149.406843
Colombia,COL,Total,TOT,Namibia,NAM,7658,4.570868,-74.297333,-22.95764,18.49041
Colombia,COL,Total,TOT,Netherlands,NLD,7911,4.570868,-74.297333,52.132633,5.291266
Colombia,COL,Total,TOT,Togo,TGO,7658,4.570868,-74.297333,8.619543,0.824782
Colombia,COL,Total,TOT,United Kingdom,GBR,7988,4.570868,-74.297333,55.378051,-3.435973
Comoros,COM,Total,TOT,Sweden,SWE,7658,-11.875001,43.872219,60.128161,18.643501
Cook Islands,COK,Total,TOT,Netherlands,NLD,7658,-21.236736,-159.777671,52.132633,5.291266
Cook Islands,COK,Total,TOT,Singapore,SGP,7658,-21.236736,-159.777671,1.352083,103.819836
Cook Islands,COK,Total,TOT,Tokelau,TKL,7658,-21.236736,-159.777671,-8.967363,-171.855881
Costa Rica,CRI,Total,TOT,Denmark,DNK,7814,9.748917,-83.753428,56.26392,9.501785
Costa Rica,CRI,Total,TOT,Trinidad and Tobago,TTO,7658,9.748917,-83.753428,10.691803,-61.222503
Costa Rica,CRI,Total,TOT,Vietnam,VNM,7658,9.748917,-83.753428,14.058324,108.277199
Croatia,HRV,Total,TOT,Benin,BEN,7658,45.1,15.2,9.30769,2.315834
Croatia,HRV,Total,TOT,Denmark,DNK,7724,45.1,15.2,56.26392,9.501785
Croatia,HRV,Total,TOT,Guinea,GIN,7658,45.1,15.2,9.945587,-9.696645
Croatia,HRV,Total,TOT,Kiribati,KIR,7658,45.1,15.2,-3.370417,-168.734039
Croatia,HRV,Total,TOT,Lithuania,LTU,7658,45.1,15.2,55.169438,23.881275
Croatia,HRV,Total,TOT,Pakistan,PAK,7658,45.1,15.2,30.375321,69.345116
Croatia,HRV,Total,TOT,Paraguay,PRY,7658,45.1,15.2,-23.442503,-58.443832
Croatia,HRV,Total,TOT,Singapore,SGP,7658,45.1,15.2,1.352083,103.819836
Cuba,CUB,Total,TOT,El Salvador,SLV,7917,21.521757,-77.781167,13.794185,-88.89653
Cuba,CUB,Total,TOT,Ethiopia,ETH,7658,21.521757,-77.781167,9.145,40.489673
Cuba,CUB,Total,TOT,Seychelles,SYC,7612,21.521757,-77.781167,-4.679574,55.491977
Cuba,CUB,Total,TOT,Sudan,SDN,7658,21.521757,-77.781167,12.862807,30.217636
Cuba,CUB,Total,TOT,United States,USA,7637,21.521757,-77.781167,37.09024,-95.712891
Cyprus,CYP,Total,TOT,Mauritius,MUS,7658,35.126413,33.429859,-20.348404,57.552152
Cyprus,CYP,Total,TOT,New Caledonia,NCL,7658,35.126413,33.429859,-20.904305,165.618042
Czech Republic,CZE,Total,TOT,Liechtenstein,LIE,7658,49.817492,15.472962,47.166,9.555373
Czech Republic,CZE,Total,TOT,Peru,PER,7612,49.817492,15.472962,-9.189967,-75.015152
Denmark,DNK,Total,TOT,Australia,AUS,7636,56.26392,9.501785,-25.274398,133.775136
Denmark,DNK,Total,TOT,Guadeloupe,GLP,7658,56.26392,9.501785,16.995971,-62.067641
Djibouti,DJI,Total,TOT,New Zealand,NZL,7658,11.825138,42.590275,-40.900557,174.885971
Djibouti,DJI,Total,TOT,United Kingdom,GBR,7733,11.825138,42.590275,55.378051,-3.435973
Dominica,DMA,Total,TOT,Armenia,ARM,7658,15.414999,-61.370976,40.069099,45.038189
Dominica,DMA,Total,TOT,Austria,AUT,7658,15.414999,-61.370976,47.516231,14.550072
Dominica,DMA,Total,TOT,Denmark,DNK,7658,15.414999,-61.370976,56.26392,9.501785
Dominica,DMA,Total,TOT,Haiti,HTI,7612,15.414999,-61.370976,18.971187,-72.285215
Dominica,DMA,Total,TOT,Israel,ISR,7658,15.414999,-61.370976,31.046051,34.851612
Dominican Republic,DOM,Total,TOT,Jamaica,JAM,7821,18.735693,-70.162651,18.109581,-77.297508
Dominican Republic,DOM,Total,TOT,New Zealand,NZL,7658,18.735693,-70.162651,-40.900557,174.885971
Dominican Republic,DOM,Total,TOT,Peru,PER,7612,18.735693,-70.162651,-9.189967,-75.015152
Ecuador,ECU,Total,TOT,Costa Rica,CRI,7871,-1.831239,-78.183406,9.748917,-83.753428
Ecuador,ECU,Total,TOT,El Salvador,SLV,7738,-1.831239,-78.183406,13.794185,-88.89653
Ecuador,ECU,Total,TOT,Guyana,GUY,7658,-1.831239,-78.183406,4.860416,-58.93018
Ecuador,ECU,Total,TOT,Nicaragua,NIC,7659,-1.831239,-78.183406,12.865416,-85.207229
Ecuador,ECU,Total,TOT,Paraguay,PRY,7780,-1.831239,-78.183406,-23.442503,-58.443832
Ecuador,ECU,Total,TOT,Suriname,SUR,7658,-1.831239,-78.183406,3.919305,-56.027783
Ecuador,ECU,Total,TOT,Sweden,SWE,7815,-1.831239,-78.183406,60.128161,18.643501
Ecuador,ECU,Total,TOT,Togo,TGO,7658,-1.831239,-78.183406,8.619543,0.824782
Ecuador,ECU,Total,TOT,Ukraine,UKR,7945,-1.831239,-78.183406,48.379433,31.16558
Ecuador,ECU,Total,TOT,United Kingdom,GBR,7947,-1.831239,-78.183406,55.378051,-3.435973
El Salvador,SLV,Total,TOT,Australia,AUS,7878,13.794185,-88.89653,-25.274398,133.775136
El Salvador,SLV,Total,TOT,Philippines,PHL,7917,13.794185,-88.89653,12.879721,121.774017
Equatorial Guinea,GNQ,Total,TOT,Brazil,BRA,7658,1.650801,10.267895,-14.235004,-51.92528
Equatorial Guinea,GNQ,Total,TOT,Djibouti,DJI,7659,1.650801,10.267895,11.825138,42.590275
Equatorial Guinea,GNQ,Total,TOT,Switzerland,CHE,7658,1.650801,10.267895,46.818188,8.227512
Equatorial Guinea,GNQ,Total,TOT,United Kingdom,GBR,7763,1.650801,10.267895,55.378051,-3.435973
Eritrea,ERI,Total,TOT,Denmark,DNK,7738,15.179384,39.782334,56.26392,9.501785
Eritrea,ERI,Total,TOT,Ghana,GHA,7658,15.179384,39.782334,7.946527,-1.023194
Eritrea,ERI,Total,TOT,Norway,NOR,7781,15.179384,39.782334,60.472024,8.468946
Ethiopia,ETH,Total,TOT,Bulgaria,BGR,7948,9.145,40.489673,42.733883,25.48583
Ethiopia,ETH,Total,TOT,Colombia,COL,7658,9.145,40.489673,4.570868,-74.297333
Ethiopia,ETH,Total,TOT,New Caledonia,NCL,7658,9.145,40.489673,-20.904305,165.618042
Fiji,FJI,Total,TOT,Chile,CHL,7658,-16.578193,179.414413,-35.675147,-71.542969
Fiji,FJI,Total,TOT,Japan,JPN,7738,-16.578193,179.414413,36.204824,138.252924
Finland,FIN,Total,TOT,Cambodia,KHM,7658,61.92411,25.748151,12.565679,104.990963
Finland,FIN,Total,TOT,Cape Verde,CPV,7658,61.92411,25.748151,16.002082,-24.013197
